;;;;;;;;;;;;
;;;;;;;;;;;;
DateTime;;;;;;;;;;;;
;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura
;µg/m3;µg/m3;m/s;mm;Grados;ppb;ppm;ppb;ppb;ppb;ppb;°C
01-01-2023 06:41;10,2;2;2,1;0;78;21,9;0,2;4,8;3,6;8,4;0,8;17,5
01-01-2023 01:42;9,4;2;2,3;0;99;22,9;0,2;4,6;3,9;8,5;0,9;16
01-01-2023 02:42;16,3;7;0,2;0;167;22,1;0,2;4;4,2;8,2;1;17,8
01-01-2023 03:42;5;5;0;0;94;23,9;0,2;3,3;3,1;6,4;1;19,6
01-01-2023 04:42;4,3;3;1,9;0;119;23,3;0,2;4;3,9;7,8;1;18,4
01-01-2023 05:42;8,7;0;0,9;0;228;25,7;0,4;3,6;13,6;17,2;1,1;15,6
01-01-2023 06:42;29,5;0;0,8;0;297;18,5;0,6;4,4;26,5;30,9;1,1;13,7
01-01-2023 01:43;31,2;20;0,8;0;326;9,6;0,7;4,2;27,8;32;1,2;13,3
01-01-2023 02:43;24,9;18;0,8;0;327;2;1,1;16,5;33,4;49,8;1,4;13,3
01-01-2023 03:43;43,3;29;0,4;0;58;4,5;0,7;19,2;17,3;36,5;1,4;12,7
01-01-2023 04:43;29,1;7;0,6;0;34;1,4;0,7;22,7;16,5;39,2;1,4;11,9
01-01-2023 05:43;27,3;10;0,7;0;114;1,3;0,7;31,3;12,9;44,2;1,6;11,3
01-01-2023 06:43;25,9;11;0,7;0;114;11,1;0,2;5,4;7;12,4;1;12,1
01-01-2023 01:44;14,6;9;0,6;0,3;106;8,1;0,3;3,2;6,6;9,8;0,7;11,5
01-01-2023 02:44;11,4;6;0,5;0,2;51;6,9;0,3;2,6;8,6;11,1;1;11,1
01-01-2023 03:44;11,4;7;0,8;0,3;102;11,1;0,2;0,7;5,9;6,6;0,8;10,6
01-01-2023 04:44;10,9;7;0,7;0,1;111;9,8;0,2;1,2;4,9;6,1;0,9;10,3
01-01-2023 05:44;8,7;3;0,6;0,3;99;8,1;0,2;4,3;7,8;12,1;0,7;10,2
01-01-2023 06:44;8,2;5;0,5;0,1;149;5,8;0,4;13,5;12;25,5;1,1;10,3
01-01-2023 01:45;10,7;6;0,2;0;64;6,5;0,6;22,9;14,7;37,6;1,1;10,9
01-01-2023 02:45;18;6;0,2;0,1;331;5,3;0,6;16,5;14,1;30,6;1;11,7
01-01-2023 03:45;6,9;1;0,6;0;101;6,6;0,7;22,8;15,6;38,4;1,2;12,5
01-01-2023 04:45;17,8;0;0,5;0;17;17,5;0,3;7;6,6;13,6;1;14
01-01-2023 05:45;7,5;1;1,7;0;107;24;0,2;5;5;10;0,9;14,4
01-01-2023 06:45;9,7;2;1,2;0;21;25,6;0,2;4,3;4,7;9;0,9;16,2
01-01-2023 01:46;10,2;0;1,6;0;89;25,9;0,3;4,4;4,1;8,4;0,9;16
01-01-2023 02:46;14,6;3;1,5;0;125;28;0,2;2,6;3,1;5,7;1;16,3
01-01-2023 03:46;11,2;9;2;0;101;27,1;0,2;4,1;4,3;8,4;1;17,1
01-01-2023 04:46;9;7;2,2;0;117;27,8;0,2;3,3;3,9;7,2;0,9;15,9
01-01-2023 05:46;9,2;5;1,9;0;110;25,2;0,2;4,1;4,4;8,5;1;15,7
01-01-2023 06:46;15,8;2;1,8;0;114;24,5;0,3;3;4,4;7,4;1;14,9
01-01-2023 01:47;10,9;4;0,1;0;233;21,4;0,3;3,3;7,1;10,4;1;13,8
01-01-2023 02:47;12,3;5;1,4;0;139;19,8;0,3;4;6,5;10,5;1,1;13
01-01-2023 03:47;12,6;2;1,1;0;86;18,9;0,2;4,8;6;10,7;0,9;12,8
01-01-2023 04:47;14,8;5;0,5;0;86;11,4;0,4;9,5;10,1;19,6;1,1;12,2
01-01-2023 05:47;25,4;8;0,8;0;89;12,6;0,3;6,7;8;14,8;1,1;11,9
01-01-2023 06:47;13,2;5;0,4;0;47;14,7;0,2;2,6;5,7;8,3;1;11,7
01-01-2023 01:48;12,4;7;0,2;0;261;9,6;0,2;2,9;7,6;10,5;0,9;11,7
01-01-2023 02:48;11,7;9;0,4;0;349;10;0,3;3;7,2;10,2;0,9;11,6
01-01-2023 03:48;5,3;5;1,2;0;132;17,7;0,2;0,7;3,2;3,8;0,8;10,8
01-01-2023 04:48;4,8;0;0,8;0;115;8,6;0,2;3,5;6,1;9,6;0,9;10,5
01-01-2023 05:48;9,5;0;0,7;0;120;5,3;0,3;6,5;9,6;16,1;1,1;10,8
01-01-2023 06:48;18,6;0;0,9;0;131;1;0,7;37,2;15,2;52,5;1,5;11
01-01-2023 01:49;39,5;19;1;0;356;0,9;0,9;47,8;16,3;64,2;1,8;11,1
01-01-2023 02:49;38;17;0,2;0;238;4;0,8;32,7;14,7;47,4;1,7;12,5
01-01-2023 03:49;30,4;10;1;0;284;12,7;0,5;16,3;11,3;27,6;1;15,7
01-01-2023 04:49;22,2;9;0,2;0;193;21,6;0,4;7,3;8,2;15,5;0,9;17,4
01-01-2023 05:49;19,5;7;0,6;0;103;24,6;0,2;4,1;4,2;8,3;1;18,5
01-01-2023 06:49;17,4;6;1,4;0;147;0;0;0;0;0;0;19,1
01-01-2023 01:50;0;0;2,2;0;113;0;0;0;0;0;0;18,4
01-01-2023 02:50;34,2;19;2,2;0;143;0;0;0;0;0;0;19,1
01-01-2023 03:50;12,2;8;2,1;0;144;22,5;0,2;4,4;3,4;7,8;0;19,3
01-01-2023 04:50;11,4;6;3,7;0;130;22,4;0,2;4,6;3,7;8,3;0;16,4
01-01-2023 05:50;22,5;0;1,1;0;204;22,1;0,5;5,7;17;22,7;0;15,5
01-01-2023 06:50;37,1;25;0,8;0;167;17,4;0,6;6;23,3;29,3;0;15
01-01-2023 01:51;33;19;0,5;0;84;9,5;0,7;11,2;22,2;33,4;0;14,3
01-01-2023 02:51;27,3;17;1,2;0;132;16,4;0,3;3,1;7,7;10,8;0;14,1
01-01-2023 03:51;17;7;0,8;0;107;18;0,2;5,3;6,5;11,8;0;13,7
01-01-2023 04:51;9,6;7;1,5;0;158;18,3;0,2;2,6;5,5;8,1;0;13,4
01-01-2023 05:51;15,8;9;0,3;0;29;18,3;0,2;1,6;5,9;7,5;0;13,3
01-01-2023 06:51;11,2;11;0;0;108;18,4;0,2;1,1;5,3;6,4;0;12,4
01-01-2023 01:52;11,4;11;0,9;0;359;15,1;0,2;0,9;6,5;7,3;0;12,1
01-01-2023 02:52;23,5;8;0,4;0;354;9,9;0,3;1,7;9,7;11,4;0;11,9
01-01-2023 03:52;10,7;7;0,4;0;35;8,5;0,3;1,3;10,2;11,5;0;11,9
01-01-2023 04:52;9,5;9;0,4;0;79;11,4;0,2;1,3;7;8,3;0;11,9
01-01-2023 05:52;18;5;1;0;135;8,9;0,2;7,8;8,8;16,6;0;11,7
01-01-2023 06:52;19,3;3;0,1;0;89;1,3;0,5;21;14,3;35,2;0;11,3
01-01-2023 01:53;21,7;9;0,6;0;13;1,2;0,5;21,7;16,7;38,4;0;11,4
01-01-2023 02:53;32,2;19;0,6;0;146;5,7;0,5;19,5;15,6;35,1;0;12,7
01-01-2023 03:53;31,9;16;0,7;0;238;6,9;1;34,9;26,6;61,4;0;14,1
01-01-2023 04:53;59,9;34;0,8;0;233;17,5;1;30;29,7;59,7;0;17,7
01-01-2023 05:53;66,5;39;0,3;0;196;36,3;0,9;17;34;51;0;19,1
01-01-2023 06:53;60;37;0,8;0;151;48,7;0,7;9;27;36,1;0;19,8
01-01-2023 01:54;45,4;23;0,5;0;61;55,3;0,6;4,9;19,9;24,8;0;20,2
01-01-2023 02:54;39,5;22;1,1;0;234;47,5;0,6;3,1;20,8;23,9;0;18,5
01-01-2023 03:54;46,3;20;1,3;2,9;195;35,3;0,7;3,2;23,1;26,3;0;15,3
01-01-2023 04:54;38,3;21;1,3;0,1;233;35,5;0,6;4;19,4;23,4;0;15
01-01-2023 05:54;37,8;22;0,9;0;287;38,2;0,5;2,9;17,5;20,4;0;15,4
01-01-2023 06:54;24,7;11;1;0;251;36,6;0,4;1,9;13,6;15,5;0;14,6
01-01-2023 01:55;29,8;17;1,4;0;254;27;0,5;0,8;16,7;17,5;0;14,4
01-01-2023 02:55;24,7;13;0,6;0;157;25,8;0,5;1,3;15,4;16,6;0;13,8
01-01-2023 03:55;22,4;13;0,4;0,3;98;12,1;0,6;5,4;17,5;22,9;0;12,6
01-01-2023 04:55;22,7;19;1,4;0;143;7,5;0,8;9,3;23,1;32,4;0;12,5
01-01-2023 05:55;27,3;10;1,1;2,8;198;12,9;0,7;2,3;25,4;27,7;0;12,6
01-01-2023 06:55;22,7;11;0,8;3,8;189;17,8;0,5;0,8;19,4;20,2;0;11,7
01-01-2023 01:56;16;16;0,6;4,9;200;23;0,4;0,4;15,1;15,5;0;11,2
01-01-2023 02:56;11,4;10;1,9;0,1;144;29,4;0,3;0,4;10,5;10,9;0;10,6
01-01-2023 03:56;12,6;9;0,9;0,2;128;23,9;0,3;0,8;8,3;9,1;0;10,3
01-01-2023 04:56;11,4;7;0,8;0,1;119;26,8;0,2;1,3;5,8;7,1;0;9,9
01-01-2023 05:56;6;6;0,8;0;118;24,2;0,2;1,1;7,4;8,5;0;9,8
01-01-2023 06:56;4;4;0,9;0;113;17,3;0,3;2,1;9,4;11,5;0;10,1
01-01-2023 01:57;7,8;4;0,8;0,1;132;14,9;0,4;7,9;9,7;17,6;0;10,4
01-01-2023 02:57;8;8;0,8;0;54;11;0,5;14,5;12;26,5;0;11,9
01-01-2023 03:57;8,5;5;0,9;0;20;17,9;0,4;8,3;11;19,4;0;13,4
01-01-2023 04:57;16;1;1,5;0;350;27,4;0,2;2,7;4,8;7,5;0;16,2
01-01-2023 05:57;7,6;5;0,2;0;262;33,7;0,2;1,5;3,3;4,8;0;19,2
01-01-2023 06:57;9;9;0,7;0;134;33,1;0,2;1,4;3,1;4,5;0;19,8
01-01-2023 01:58;16,8;7;1,8;0;120;34,8;0,2;1,2;2,8;3,9;0;20,4
01-01-2023 02:58;5;4;1,7;0;125;35,8;0,2;1,6;3,1;4,7;0;21,4
01-01-2023 03:58;7,5;5;0,6;0;242;42,3;0,3;1,4;6,8;8,2;0;18,4
01-01-2023 04:58;24,2;7;1,8;2,7;201;39,5;0,4;1,4;12,2;13,7;0;15,7
01-01-2023 05:58;22,9;22;1,6;2;128;34,1;0,5;2,7;14,7;17,4;0;13,5
01-01-2023 06:58;16,8;14;1,9;0;132;26,9;0,6;3,2;17,3;20,5;0;13,3
01-01-2023 01:59;31,5;21;1,4;0;132;18,7;0,7;3,8;18,9;22,7;0;13,2
01-01-2023 02:59;23;1;0,8;0,1;357;14,8;0,6;4,5;19,6;24,1;0;13
01-01-2023 03:59;15,3;6;0,8;0,2;148;20,6;0,4;1,5;11,2;12,7;0;12,4
01-01-2023 04:59;11,4;9;0,3;0;185;15,6;0,5;3,3;13,2;16,5;0;12,4
01-01-2023 05:59;12,8;11;0,8;0;176;19,3;0,4;1,1;16,1;17,2;0;12,2
01-01-2023 06:59;15,3;14;0,3;0;202;20,6;0,3;0,4;15,2;15,6;0;11,8
01-01-2023 01:60;12;12;0,4;0;79;17,2;0,3;0,8;11,4;12,3;0;11,4
01-01-2023 02:60;15;15;0,6;0,1;115;13,8;0,3;0,6;9,9;10,5;0;11,1
01-01-2023 03:60;11,2;10;0,6;0;78;13,2;0,3;0,4;9,7;10,1;0;10,9
01-01-2023 04:60;12;12;0,1;0;189;16,6;0,2;0,6;6,5;7,1;0;11
01-01-2023 05:60;16,3;11;0,7;0;189;12,9;0,3;5,4;10,1;15,4;0;10,6
01-01-2023 06:60;6;6;0,9;0;123;4,9;0,6;37,6;19,2;56,8;0;10,3
01-01-2023 01:61;32,2;17;1,7;0;131;10,8;0,7;29,2;16,1;45,4;0;10,1
01-01-2023 02:61;20,5;6;0,6;0;23;16,2;0,6;15,1;15,4;30,5;0;13
01-01-2023 03:61;21,5;8;0,1;0;120;27,3;0,3;5,6;6,9;12,5;0;15
01-01-2023 04:61;16,3;6;1,9;0;145;33,7;0,3;3,4;4,6;7,9;0;16,7
01-01-2023 05:61;16,7;5;0,7;0;58;34;0,3;4;5,2;9,2;0;18,8
01-01-2023 06:61;11,3;6;1,6;0;102;34;0,2;3,4;4,2;7,6;0;19,1
01-01-2023 01:62;9,2;6;3,2;0;126;33,9;0,2;3,1;4,4;7,5;0;17,9
01-01-2023 02:62;17,1;8;2,9;0;96;35,5;0,2;2,7;4,6;7,3;0;17,6
01-01-2023 03:62;20;12;0,6;0;102;42,3;0,4;4;12;16;0;17,4
01-01-2023 04:62;36,6;16;2,3;0;153;40,7;0,7;5,7;27,3;33;0;14,8
01-01-2023 05:62;38,7;26;1,7;0;136;40,3;0,7;5,2;28,7;33,9;0;15,1
01-01-2023 06:62;45,1;32;1,4;0;244;43,3;0,6;1,7;21,5;23,2;0;16,4
01-01-2023 01:63;36,9;18;1,6;0;241;29,6;0,7;1,4;27,2;28,7;0;14,8
01-01-2023 02:63;34,2;20;0,7;0;259;19,2;0,9;5,2;32,9;38;0;14
01-01-2023 03:63;44,3;11;0,8;0;248;7,2;1;6;39,5;45,5;0;13,7
01-01-2023 04:63;53,1;23;0,9;0;263;15,4;0,7;1,7;29,6;31,3;0;13,5
01-01-2023 05:63;44,5;23;0,9;0;262;13;0,7;1,1;31,5;32,5;0;13,1
01-01-2023 06:63;41,4;17;0,6;0;280;11,9;0,6;4;30,2;34,3;0;12,8
01-01-2023 01:64;38;15;1;0;331;8,4;0,6;2,4;33,8;36,2;0;12,5
01-01-2023 02:64;38,8;22;0,8;0;304;11;0,5;0,6;29,7;30,4;0;12,5
01-01-2023 03:64;39,7;17;0,9;0;283;18,8;0,4;0,2;21,5;21,7;0;12
01-01-2023 04:64;46,1;26;0,8;0;274;18,7;0,4;0,2;18,1;18,2;0;11,7
01-01-2023 05:64;38,3;25;0,6;0;299;20,7;0,3;0,3;16,5;16,8;0;11,7
01-01-2023 06:64;30;16;0,5;0;287;15,3;0,4;4,9;21,3;26,1;0;11,5
01-01-2023 01:65;37,3;15;0,8;0;114;4,2;0,9;34,1;23,8;57,9;0;11,2
01-01-2023 02:65;48,7;25;0,2;0;28;5,7;1;36,9;27;63,9;0;12,7
01-01-2023 03:65;56,3;31;0,9;0;310;5,3;1,3;48,6;38,9;87,5;0;13,7
01-01-2023 04:65;70,7;36;0,9;0;254;12,9;1,2;31,6;36,7;68,3;0;15,8
01-01-2023 05:65;58,7;41;1,1;0;192;23;1,2;22,5;38;60,5;0;17
01-01-2023 06:65;57,4;40;1,2;0;95;32,8;1;15,3;34,1;49,4;0;16,8
01-01-2023 01:66;58,4;27;1,4;0;268;45,3;0,8;7,2;30,7;37,9;0;17,8
01-01-2023 02:66;68;35;2,4;0;241;43,9;0,5;3,6;16,8;20,4;0;17,2
01-01-2023 03:66;40,7;16;2;0;245;39,2;0,4;3,6;14,5;18,1;0;16,2
01-01-2023 04:66;30,2;16;1,7;0;224;40,5;0,6;6,7;19;25,7;0;17,9
01-01-2023 05:66;32;21;1,7;0;125;36,2;0,5;4,3;15;19,3;0;16
01-01-2023 06:66;23;23;2,6;0;146;30,3;0,4;3,7;9,8;13,4;0;13,9
01-01-2023 01:67;21,7;13;2;0;132;32;0,3;1,9;6;7,9;0;13,3
01-01-2023 02:67;13,7;10;1,4;0;124;28,7;0,3;1,9;7,6;9,6;0;13,2
01-01-2023 03:67;11,4;8;1,4;0;142;18,9;0,5;4,2;12,8;17;0;12,8
01-01-2023 04:67;20;6;0,8;0;106;14,3;0,5;5,5;14,1;19,5;0;11,9
01-01-2023 05:67;18,8;5;0,7;0;113;8,4;0,6;9,8;15,7;25,5;0;10,9
01-01-2023 06:67;14;10;0,4;0;79;2,9;0,7;21,7;17,1;38,8;0;10
01-01-2023 01:68;21,4;11;0,4;0;65;7,2;0,5;6,1;13;19,1;0;9,7
01-01-2023 02:68;13,9;11;0,6;0;129;6,5;0,4;2;12,1;14;0;10,3
01-01-2023 03:68;20,7;11;0,6;0;91;5,9;0,5;4,4;12,6;17;0;9,6
01-01-2023 04:68;19;8;0,6;0;86;5,1;0,4;3,7;13,3;17;0;9
01-01-2023 05:68;8,7;6;0,9;0;125;8;0,4;8,2;12,6;20,8;0;9
01-01-2023 06:68;31;4;0,5;0;325;10,6;0,4;9,1;16;25,1;0;10,2
01-01-2023 01:69;24,9;6;0,5;0;224;17,6;0,4;3,7;12;15,7;0;11,1
01-01-2023 02:69;20,2;9;0,7;0;221;12,4;0,7;13,2;19,9;33,1;0;12,2
01-01-2023 03:69;25,4;16;0,8;0;233;13,6;0,9;24,4;24,3;48,7;0;15,2
01-01-2023 04:69;34,7;23;0,5;0;134;28;0,5;13,1;14;27,2;0;17,3
01-01-2023 05:69;18,5;5;0,8;0;118;35,6;0,2;2,9;5;7,9;0;17,9
01-01-2023 06:69;9,9;5;1,2;0;127;33,2;0,3;3,8;5,7;9,5;0;18,2
01-01-2023 01:70;0;15;1;0;229;36,4;0,2;2,7;4,6;7,4;0;20,6
01-01-2023 02:70;18,5;7;1,5;0;117;37,3;0,3;3,3;4,5;7,7;0;19,2
01-01-2023 03:70;14,9;7;0,4;6,3;241;59,2;0,6;2,7;20,7;23,4;0;16,3
01-01-2023 04:70;55,3;39;1,8;3,4;136;42,6;0,6;4,8;26,5;31,3;0;12,1
01-01-2023 05:70;34,9;30;1,7;0,7;133;34,6;0,6;6,1;20,3;26,4;0;12,3
01-01-2023 06:70;21;21;1;0;119;9,5;1,4;30,6;35;65,6;0;12,5
01-01-2023 01:71;32,9;30;0,8;0;110;3,1;1,6;31,7;40;71,6;0;12,2
01-01-2023 02:71;48,8;34;1,4;4,2;360;14,3;0,9;10,1;31,1;41,2;0;11,9
01-01-2023 03:71;34,7;23;0,6;4,4;74;20,7;0,5;4,6;20,6;25,3;0;10,7
01-01-2023 04:71;0;11;0,3;0,1;203;16,8;0,6;8;19,7;27,6;0;10,8
01-01-2023 05:71;22,7;12;0,7;0,1;47;12;0,5;7,1;18,3;25,4;0;10,6
01-01-2023 06:71;17,3;9;0,9;0;132;13,5;0,5;6,2;15,1;21,3;0;10,1
01-01-2023 01:72;15,5;6;0,7;0;147;10,2;0,4;2,8;13,8;16,6;0;9,2
01-01-2023 02:72;15,8;11;0,7;0;141;7,5;0,3;3,1;12,7;15,7;0;8,6
01-01-2023 03:72;12,7;9;0,8;0;122;7,3;0,3;2,9;11,6;14,6;0;8,4
01-01-2023 04:72;17,8;7;0,7;0;103;4,7;0,3;6,1;12,7;18,9;0;8,1
01-01-2023 05:72;19;12;0,6;0;84;4,2;0,3;11,4;13,6;25;0;8,1
01-01-2023 06:72;25,2;12;0,6;0;49;1,5;0,6;48,8;20,4;69,3;0;8,6
01-01-2023 01:73;38,7;29;0,7;0,1;15;0,8;1,2;81,6;22,5;104,1;0;8,9
01-01-2023 02:73;41,9;26;0,2;0;191;2;1,4;77,2;25;102,2;0;10,7
01-01-2023 03:73;47,1;28;1;0;356;5,3;1,2;56,5;26,3;82,9;0;14,1
01-01-2023 04:73;47,5;35;0,3;0;85;11,6;0,7;23,8;23,1;46,9;0;14,3
01-01-2023 05:73;36,4;29;0,7;0;10;23,7;0,5;9,6;13;22,6;0;15,8
01-01-2023 06:73;28,8;9;1,1;0;96;28,6;0,5;8,1;14,4;22,5;0;16,3
01-01-2023 01:74;37,7;16;0,4;0;204;45,2;0,3;3,9;8,7;12,6;0;20,9
01-01-2023 02:74;32,4;15;1,5;0;123;45,2;0,3;4;9,3;13,3;0;18,9
01-01-2023 03:74;28;7;2,2;2,2;148;36,4;0,3;3,7;11,5;15,2;0;16
01-01-2023 04:74;28,3;9;3,9;4,6;102;29,5;0,2;4,1;6;10,1;0;12,4
01-01-2023 05:74;14,4;8;1,6;0,5;113;24,9;0,3;4,1;7,4;11,5;0;12
01-01-2023 06:74;12,9;5;0,3;0,1;325;13,2;0,6;10,3;18,1;28,4;0;12,1
01-01-2023 01:75;12,9;6;0,9;0;137;9,4;0,7;17;18,7;35,7;0;11,6
01-01-2023 02:75;22,7;10;1;0,1;115;18,1;0,5;8,5;10,5;19;0;11,5
01-01-2023 03:75;17;17;0,5;0,3;333;8;0,6;13,7;18,8;32,5;0;11,2
01-01-2023 04:75;18,5;8;0,1;0,1;143;6,2;0,6;11,3;18,1;29,4;0;10,7
01-01-2023 05:75;9;9;0,7;0;76;6,5;0,5;9,3;16,5;25,8;0;10,6
01-01-2023 06:75;31,2;23;0,9;0;120;2,3;0,6;17,1;16,8;33,9;0;10,2
01-01-2023 01:76;14,1;3;1;0;127;1;0,7;18;20,9;38,9;0;10
01-01-2023 02:76;0;18;0,7;0;147;1;0,7;12;17,7;29,7;0;9,2
01-01-2023 03:76;24,4;14;0,5;0;21;2,2;0,5;6,7;17,5;24,2;0;9
01-01-2023 04:76;25,7;16;0,3;0;78;3,2;0,4;2,6;16,3;18,9;0;9,7
01-01-2023 05:76;21,3;15;0,4;0;348;1,4;0,5;8,2;16,5;24,7;0;9,8
01-01-2023 06:76;22,5;12;0,7;0;103;0,7;0,9;44,6;20;64,7;0;10
01-01-2023 01:77;39,7;19;1,5;0,1;113;8,8;0,7;26;15,6;41,6;0;10,7
01-01-2023 02:77;21,5;16;2,2;0;114;21,3;0,3;4,8;5,5;10,3;0;11,4
01-01-2023 03:77;12;12;0,7;0;284;23,2;0,3;4;7;11;0;12,9
01-01-2023 04:77;0;11;3,5;0;145;25,7;0,2;3,2;4,7;7,9;0;13
01-01-2023 05:77;0;11;5,2;0;144;28,8;0,2;2,7;3;5,8;0;12,6
01-01-2023 06:77;20,5;13;4,6;0;141;30,8;0,2;3,4;3,4;6,8;0;14
01-01-2023 01:78;15,1;10;3,4;0;122;34,3;0,2;3,3;4,3;7,6;0;14,8
01-01-2023 02:78;12,6;9;3,6;0;108;32,2;0,2;3,1;3,8;6,9;0;15,7
01-01-2023 03:78;20,2;12;3,2;0;106;29,6;0,2;3,1;3,4;6,5;0;16,5
01-01-2023 04:78;12,7;11;2,8;0;133;28,2;0,2;4,1;4,2;8,3;0;16,8
01-01-2023 05:78;12,2;10;3;0;119;28,2;0,2;3,6;4,8;8,4;0;15
01-01-2023 06:78;12,4;10;2,8;0;119;29,1;0,2;3;5;8;0;13,5
01-01-2023 01:79;12,9;7;3,6;0;109;29,4;0,2;2,2;3,8;6;0;12,4
01-01-2023 02:79;12,4;5;2,5;0;111;29,3;0,2;1,8;3,8;5,6;0;12,4
01-01-2023 03:79;12,2;8;3,1;0;115;28,1;0,2;1,6;3,3;4,8;0;12,4
01-01-2023 04:79;18,8;10;2,4;0;128;28,5;0,2;1,4;2,9;4,3;0;12
01-01-2023 05:79;8,7;8;3;0;119;27,4;0,2;1;3,2;4,3;0;11,6
01-01-2023 06:79;10,2;9;3;0;110;28,2;0,1;0,6;1,9;2,5;0;11,6
01-01-2023 01:80;10,2;9;0,6;0;155;26,3;0,1;0,6;4,2;4,9;0;11,6
01-01-2023 02:80;26,1;7;0,9;0;146;27,2;0,1;0,3;2,1;2,4;0;11,2
01-01-2023 03:80;14,6;9;2,4;0;115;28,9;0,1;0,2;2;2,2;0;10,6
01-01-2023 04:80;7,2;0;2,6;0;121;30,2;0,1;0,2;1,6;1,8;0;10,5
01-01-2023 05:80;10,2;6;1,4;0;155;30,1;0,1;0,3;2;2,3;0;10,3
01-01-2023 06:80;11,9;0;1,6;0;129;29,1;0,1;0,6;2,8;3,4;0;9,9
01-01-2023 01:81;12,4;7;2,8;0;109;28,4;0,2;1,8;4,3;6,1;0;10,2
01-01-2023 02:81;13,2;6;3,1;0;126;29,6;0,2;2,5;3,6;6,1;0;11
01-01-2023 03:81;12,7;6;3,1;0;139;30,5;0,1;3,6;3,9;7,5;0;12,9
01-01-2023 04:81;12,2;6;2,2;0;137;34,6;0,1;2,7;4,2;7;0;14,9
01-01-2023 05:81;9;6;1,7;0;216;36,1;0,2;3;5;8,1;0;16,2
01-01-2023 06:81;10,5;8;1,2;0;223;38;0,2;2,2;5;7,3;0;17,1
01-01-2023 01:82;21;12;1,1;0;341;37,6;0,3;3,3;8,2;11,4;0;17,4
01-01-2023 02:82;18,3;9;0,8;0;56;33,9;0,2;3,3;5,5;8,9;0;17,9
01-01-2023 03:82;19,9;7;2,2;0;81;34,7;0,2;2,3;3,9;6,1;0;18,6
01-01-2023 04:82;12,3;0;3,3;0;122;35,1;0,2;1,8;3,8;5,6;0;17,2
01-01-2023 05:82;16,3;0;4,1;0;119;33,9;0,2;1,6;3,2;4,8;0;14,3
01-01-2023 06:82;15,9;3;2,7;0;149;31,9;0,2;1,8;4,3;6,1;0;13,7
01-01-2023 01:83;18,5;8;2,9;0;136;34,1;0,2;1;3,2;4,2;0;12,5
01-01-2023 02:83;15,9;5;3,3;0;108;32;0,2;1,5;3,5;5;0;12,2
01-01-2023 03:83;19,8;6;2,4;0;130;30,7;0,2;1,6;4,2;5,8;0;11,8
01-01-2023 04:83;15,1;15;2,1;0;136;28,1;0,2;1,6;5,9;7,5;0;11,6
01-01-2023 05:83;16,8;13;1,5;0;126;27;0,2;2,6;6,6;9,2;0;11,4
01-01-2023 06:83;17,3;8;1,6;0;141;29,7;0,2;1,2;3,9;5;0;11,2
01-01-2023 01:84;18,3;4;1,4;0;124;32,6;0,2;0,2;2,8;3;0;10,9
01-01-2023 02:84;9;7;2,1;0;120;34,7;0,2;0,5;2;2,5;0;10,8
01-01-2023 03:84;19;10;2,2;0;149;34,3;0,2;0,2;1,6;1,7;0;10,7
01-01-2023 04:84;8,4;8;0,7;0;147;34;0,2;0,1;1,6;1,7;0;10,4
01-01-2023 05:84;9,2;6;1;0;340;30,9;0,2;0,1;2,6;2,6;0;10,2
01-01-2023 06:84;14,6;6;1;0;122;30,9;0,2;0,2;2,8;3;0;10,1
01-01-2023 01:85;16,6;3;2;0;138;33,3;0,2;0,4;2;2,5;0;10,2
01-01-2023 02:85;12,2;5;1,3;0;133;32,7;0,2;0,6;2,3;2,9;0;10,6
01-01-2023 03:85;14,9;9;0,9;0;163;33;0,1;0,5;1,8;2,3;0;12,1
01-01-2023 04:85;11,7;11;0,9;0;248;32,6;0,1;0,7;2,1;2,8;0;14,9
01-01-2023 05:85;13,2;13,2;1,6;0;185;30,7;0,2;1,2;2,7;3,9;0;16,9
01-01-2023 06:85;10,2;5;1,6;0;184;30;0,2;1,3;2,6;3,9;0;18,3
01-01-2023 01:86;15,9;7;1,8;0;134;29,2;0,2;1,5;2,5;4;0;18
01-01-2023 02:86;12,7;6;2,3;0;146;28,4;0,2;1,6;2,6;4,2;0;18,6
01-01-2023 03:86;14,6;6;3,6;0;125;29,4;0,2;1;2,1;3;0;17
01-01-2023 04:86;19,7;8;4,7;0;128;29,8;0,2;0,7;1,6;2,3;0;15,9
01-01-2023 05:86;12,3;6;4,7;0;129;29,7;0,2;1,4;2,2;3,7;0;15,5
01-01-2023 06:86;17;9;4,8;0;124;29,2;0,2;1;2,2;3,3;0;14,3
01-01-2023 01:87;10,9;6;1,6;0;156;27,8;0,2;1,3;3,1;4,4;0;12,9
01-01-2023 02:87;15,6;2;0,4;0;68;23,6;0,3;2,2;5,8;8,1;0;12,2
01-01-2023 03:87;16,8;6;1,2;0;7;20,2;0,3;3,6;7;10,6;0;11,4
01-01-2023 04:87;7;7;0,6;0;3;16,5;0,3;3,7;8,1;11,8;0;10,5
01-01-2023 05:87;21,5;5;0,8;0;55;19,3;0,3;1,9;5,2;7,1;0;10,6
01-01-2023 06:87;15,1;7;0,7;0;75;15,5;0,3;2,5;6,9;9,4;0;10,1
01-01-2023 01:88;14,6;10;1,6;0;106;18,7;0,2;0,8;3,2;4;0;10,2
